"duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_error_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","AttackType"
0.0001,0,0.01,0,0.02719,0.00396,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.1,0.008,0.186,0.088,0.025,0.012,0.002,0.012,0,0,0.005,"Normal"
0,0,0,0,0.00205,0.00187,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.006,0,0,0,0,0.1,0,0.033,0.255,0.027,0.011,0.002,0.011,0,0,0,0,0,"Normal"
0,0,0,0,0.00273,0.00261,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.054,0.255,0.1,0,0.002,0.005,0,0,0,0,"Normal"
0,0,0,0,0.0029,0.02053,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.037,0.255,0.1,0,0.003,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00314,0.10947,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00338,0.0031,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0,0.113,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.104,0.255,0.1,0,0.001,0.012,0,0,0.086,0.093,"Normal"
0,0,0,0,0.00189,0.03736,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.095,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00228,0.02648,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.022,0,0,0,0,0.1,0,0.009,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00245,0.00746,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.239,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.027,0.255,0.1,0,0.004,0.011,0,0,0.1,0.093,"Normal"
0,0,0,0,0.00191,0.00363,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00044,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.154,0,0,0,0,0.1,0,0.001,0.188,0.157,0.084,0.001,0.001,0,0,0,0,0,"Normal"
0,0,0,0,0.00232,0.00744,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00319,0.0111,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00181,0.01597,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.251,0.098,0.001,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00338,0.03714,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.0032,0.0124,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.01,0,0,0,0,0.1,0,0.03,0.045,0.255,0.1,0,0.002,0.003,0,0,0,0,"Normal"
0,0,0,0,0.002,0.03371,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0,0,0,0,0.1,0,0,0.08,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00239,0.01169,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0,0,0,0,0.1,0,0.025,0.007,0.255,0.1,0,0.014,0.003,0,0,0,0,"Normal"
0,0,0,0,0.00325,0.01491,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.028,0.049,0,0,0,0,0.1,0,0.004,0.032,0.054,0.1,0,0.003,0.011,0,0,0,0,"Normal"
0,0,0,0,0.00203,0.00153,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.001,0.255,0.1,0,0.1,0.005,0,0,0,0,"Normal"
0,0,0,0,0.00242,0.02031,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.09,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0.01,0,0.01645,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.143,0.16,0.076,0.002,0.001,0.001,0,0,0,0,"Normal"
0,0,0.14,0,0.0103,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.172,0.085,0.027,0.002,0.027,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00198,0.07921,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.013,0.255,0.1,0,0.008,0.005,0,0,0,0,"Normal"
0,0,0,0,0.00236,0.02507,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.255,0.239,0.094,0.001,0,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.015,0,0,0,0,0.1,0,0.027,0.255,0.231,0.091,0.001,0,0,0,0,0,0,"Normal"
0.0006,0,0.01,0,0.01393,0.00337,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.026,0.105,0.046,0.008,0.004,0.002,0,0,0,0,"Normal"
0.002,0,0.07,0,0.00241,0.0076,0,0,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.001,0.001,0,0,0,0,0.1,0,0,0.096,0.035,0.036,0.005,0.001,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00045,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.007,0,0,0,0,0.1,0,0.043,0.255,0.249,0.098,0.001,0.001,0,0,0,0,0,"Normal"
0,0,0,0,0.00222,0.01492,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.012,0,0,0,0,0.1,0,0.025,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0.0001,0,0.01,0,0.01276,0.00333,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.255,0.15,0.059,0.002,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00228,0.02251,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.017,0,0,0,0,0.1,0,0.024,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0.14,0,0.14052,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.224,0.139,0.058,0.002,0.058,0.001,0,0,0,0,"Normal"
0,0,0,0,0.00318,0.00727,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.151,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
0,0,0.14,0,0.00495,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.13,0.113,0.045,0.004,0.045,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00235,0.0047,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.1,0,0,0.02,0.255,0.1,0,0.005,0.002,0,0,0,0,"Normal"
0.0001,0,0.01,0,0.01416,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.077,0.12,0.075,0.005,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00273,0.00391,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0.002,0.002,"Normal"
0,0,0,0,0.0033,0.02202,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.01,0,0,0,0,0.1,0,0.02,0.009,0.143,0.1,0,0.011,0.007,0,0,0,0,"Normal"
0,0,0,0,0.00335,0.02216,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.022,0.024,0,0,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.197,0.041,0.016,0.003,0.016,0.005,0,0,0,0,"Normal"
0,0,0,0,0.00196,0.04097,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0.1,0,0,0.041,0.255,0.1,0,0.002,0.001,0,0,0,0,"Normal"
0,0,0,0,0.00238,0.02005,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.013,0,0,0,0,0.1,0,0.015,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0.01,0,0.01343,0.00338,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.017,0.164,0.076,0.012,0.006,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00219,0.01695,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00167,0.08997,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.189,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.001,0.255,0.1,0,0.1,0.023,0,0,0.1,0.089,"Normal"
0,0.01,0.02,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0,0,0,0,0.1,0,0.08,0.117,0.011,0.009,0.005,0.009,0,0,0,0,0,"Normal"
0,0,0,0,0.0021,0.06895,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00297,0.01126,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.0027,0.06617,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0.1,0,0.067,0.024,0.255,0.1,0,0.004,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00215,0.01694,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0.0027,0,0.07,0,0.00708,0.02077,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.001,0.001,0,0,0,0,0.1,0,0,0.118,0.041,0.035,0.005,0.001,0,0,0,0,0,"Normal"
0,0,0,0,0.00313,0.23732,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.09,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00145,0.0056,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.03,0.255,0.1,0,0.003,0.003,0,0,0,0,"Normal"
0,0,0,0,0.00312,0.00424,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.002,0.255,0.1,0,0.05,0.004,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00044,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.194,0,0,0,0,0.1,0,0,0.119,0.08,0.067,0.003,0.001,0,0,0,0,0,"Normal"
0,0,0,0,0.00215,0.01728,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0.14,0,0.00383,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.136,0.031,0.023,0.003,0.023,0,0,0,0.001,0,"Normal"
0,0,0,0,0.00234,0.00834,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.031,0.031,0,0,0,0,0.1,0,0,0.031,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00303,0.00465,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0,0,0,0.012,0.1,0,0.025,0.255,0.238,0.093,0.002,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00319,0.09569,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.021,0.255,0.1,0,0.005,0.005,0,0,0,0,"Normal"
0,0,0.01,0,0.00653,0.00333,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.081,0.148,0.069,0.006,0.001,0.001,0,0,0,0,"Normal"
0,0,0,0,0.00225,0.01065,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00229,0.00187,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0,0,0.1,0,0.05,0.003,0.255,0.1,0,0.033,0.003,0,0,0,0,"Normal"
0,0,0,0,0.00222,0.05626,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.045,0,0,0,0,0.1,0,0.007,0.03,0.255,0.1,0,0.003,0.001,0.003,0,0,0,"Normal"
0,0,0,0,0.00217,0.02828,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.056,0.255,0.1,0,0.002,0.003,0,0,0,0.001,"Normal"
0,0,0,0,0.0022,0.00909,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00298,0.02716,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.026,0.255,0.1,0,0.004,0.004,0,0.001,0,0,"Normal"
0,0,0.01,0,0.01577,0.00408,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.117,0.175,0.068,0.003,0.001,0.001,0,0,0.002,0.005,"Normal"
0,0,0,0,0.00275,0.00312,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00223,0.00976,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.035,0,0,0,0,0.1,0,0.006,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0.14,0,0.00495,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0.002,0.001,0,0,0,0,0.05,0.1,0,0.047,0.086,0.002,0.011,0.002,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00143,0.07267,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.003,0,0,0,0,"Normal"
0,0,0,0,0.00285,0.023,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.013,0.255,0.1,0,0.008,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00261,0.02704,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.037,0.038,0,0,0,0,0.1,0,0.005,0.179,0.227,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00293,0.00312,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0.1,0,0,0.184,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0.1,0.1,0.1,0,0.1,0.013,0.255,0.1,0,0.008,0.022,0,0,0.1,0.1,"Normal"
0,0,0,0,0.00198,0.00824,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.06,0.255,0.1,0,0.002,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00229,0.1047,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0.0002,0,0.01,0,0.01512,0.00407,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.059,0.231,0.097,0.003,0.002,0.001,0,0,0,0,"Normal"
0.0004,0,0.01,0,0.0159,0.00367,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.073,0.174,0.093,0.004,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00238,0.01451,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.173,0.036,0.009,0.004,0.009,0.006,0,0,0,0,"Normal"
0,0,0.01,0,0.02331,0.0033,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.172,0.134,0.044,0.003,0.001,0.001,0,0,0,0,"Normal"
0,0,0,0,0.00307,0.00741,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.021,0,0,0,0,0.1,0,0.01,0.03,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00309,0.00804,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00235,0.0528,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.017,0,0,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00279,0.0075,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0,0,0.1,0,0.05,0.018,0.255,0.1,0,0.006,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00338,0.00512,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.05,0.006,0.255,0.1,0,0.017,0.007,0,0.001,0,0,"Normal"
0,0,0,0,0.00305,0.02073,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.1,0,0,0.25,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
0,0,0,0,0.0034,0.00776,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.038,0.255,0.1,0,0.003,0.004,0,0,0,0,"Normal"
0,0,0,0,0.00164,0.03253,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.251,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00043,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0,0,0,0,0.1,0,0.001,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00289,0.31067,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.005,0.255,0.1,0,0.02,0.006,0,0,0,0,"Normal"
0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.009,0,0,0,0,0.1,0,0.033,0.255,0.077,0.03,0.001,0,0,0,0,0,0,"Normal"
0,0,0,0,0.00338,0.26671,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.009,0,0,0,0,0.1,0,0.022,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
0.0001,0,0.01,0,0.00711,0.00337,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.043,0.183,0.081,0.007,0.002,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00277,0.03731,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.009,0,0,0,0,0.1,0,0.022,0.207,0.255,0.1,0,0,0.002,0.001,0.001,0,0,"Normal"
0,0,0,0,0.00325,0.08696,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0,0,0,0.1,0,0.04,0.031,0.255,0.1,0,0.003,0.019,0,0,0.029,0.088,"Normal"
0,0,0,0,0.00228,0.0396,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.161,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
0,0,0,0,0.00212,0.07387,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.008,0.255,0.1,0,0.012,0.005,0,0,0,0,"Normal"
0,0,0,0,0.00204,0.00174,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.073,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.012,0.255,0.1,0,0.008,0.008,0,0,0.1,0.089,"Normal"
0,0,0,0,0.00233,0.01195,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.005,0.255,0.1,0,0.02,0.002,0,0,0,0,"Normal"
