"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_error_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","AttackType"
"421881",0,0,0,0,0.00222,0.01776,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.051,0.255,0.1,0,0.002,0.004,0,0,0.002,0.001,"Normal"
"350575",0,0,0.14,0,0.00641,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.063,0.124,0.037,0.006,0.037,0.002,0,0,0,0,"Normal"
"154531",0,0,0,0,0.00316,0.01603,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.006,0,0,0,0,0.1,0,0.033,0.083,0.255,0.1,0,0.001,0.005,0,0,0,0,"Normal"
"516110",0,0,0,0,0.00316,0.06211,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.026,0.255,0.1,0,0.004,0.001,0,0.001,0.004,0,"Normal"
"540573",0,0,0,0,0.00298,0.01197,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0,0,0,0,0.1,0,0.04,0.125,0.255,0.1,0,0.001,0.001,0.001,0,0,0,"Normal"
"61216",0,0,0,0,0.0024,0.00935,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.01,0,0,0,0,0.1,0,0.02,0.135,0.255,0.1,0,0.001,0.002,0.001,0,0,0,"Normal"
"32100",0,0,0,0,0.00296,0.0567,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.003,0.255,0.1,0,0.033,0.005,0,0,0,0,"Normal"
"563256",1e-04,0,0.01,0,0.0156,0.00331,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.055,0.153,0.045,0.009,0.002,0.001,0,0,0.002,0.001,"Normal"
"424441",0,0,0,0,0.00213,0.0081,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.023,0,0,0,0,0.1,0,0.009,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"155618",0,0,0,0,0.00236,0.03461,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.028,0,0,0,0,0.1,0,0.014,0.154,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"496478",0,0,0,0,0.0021,0.01704,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.007,0,0,0,0,"Normal"
"552318",0,0,0,0,0.0033,0.00837,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.1,0,0,0.148,0.255,0.1,0,0.001,0.002,0.001,0,0,0,"Normal"
"274968",0,0,0,0,0.00324,0.01091,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.009,0,0,0,0,0.1,0,0.033,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"257132",0,0,0,0,0.00148,0.04039,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"128333",0,0,0,0,0.00243,0.11038,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.021,0.255,0.1,0,0.005,0.006,0,0,0,0,"Normal"
"211214",0,0,0,0,0.00299,0.00533,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0,0,0,0.1,0,0.04,0.045,0.255,0.1,0,0.002,0.004,0,0,0,0,"Normal"
"80879",0,0,0,0,0.00304,0.00636,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0,0,0.1,0,0.05,0.022,0.255,0.1,0,0.005,0.002,0,0,0,0,"Normal"
"284177",0,0,0,0,0.00232,0.01735,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0,0,0,0,0.1,0,0.06,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"182762",0,0,0,0,0.00229,0.0306,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.022,0.053,0,0,0,0,0.1,0,0.009,0.146,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"375117",0,0,0,0,0.00318,0.0027,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0,0,0.02,0.1,0,0.04,0.255,0.239,0.094,0.002,0,0,0,0,0,0,"Normal"
"189882",0,0,0,0,0.00281,0.01612,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.003,0,0,0,0,"Normal"
"130068",0,0,0,0,0.00229,0.01685,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"445829",0,0,0.14,0,0.15377,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.107,0.1,0.033,0.004,0.033,0.002,0,0,0,0,"Normal"
"504441",0,0,0,0,0.00221,0.00392,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0.1,0,0.067,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"352145",1e-04,0,0.01,0,0.01775,0.0033,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.131,0.172,0.063,0.002,0.001,0.001,0,0,0,0,"Normal"
"272883",0,0,0,0,0.00167,0.10086,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.05,0.005,0.255,0.1,0,0.02,0.007,0,0,0,0,"Normal"
"266654",0,0.01,0.02,0,0.00041,0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.144,0,0,0,0,0.1,0,0.001,0.255,0.254,0.1,0.001,0,0,0,0,0,0,"Normal"
"378653",0,0,0.14,0,0.40494,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.225,0.061,0.025,0.002,0.025,0.003,0,0,0,0,"Normal"
"24737",0,0,0,0,0.00374,0.00406,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"311589",0,0,0,0,0.00275,0.22391,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"506817",0,0,0,0,0.00233,0.00581,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"17950",0,0,0,0,0.00296,0.00868,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.023,0.023,0,0,0,0,0.1,0,0,0.023,0.255,0.1,0,0.004,0.006,0,0,0,0,"Normal"
"146170",0,0,0,0,0.00285,0.17602,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.024,0.024,0,0,0,0,0.1,0,0,0.159,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"45274",0,0,0,0,0.00249,0.07223,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.017,0.255,0.1,0,0.006,0.003,0,0,0,0,"Normal"
"337415",0,0,0,0,0.00159,0.05096,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.012,0,0,0,0,0.1,0,0.017,0.01,0.255,0.1,0,0.01,0.006,0,0,0,0,"Normal"
"433065",0,0,0,0,0.00302,0.01041,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.194,0.255,0.1,0,0.001,0.001,0.001,0,0,0,"Normal"
"44514",0,0,0,0,0.0021,0.61957,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0.193,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"550889",0,0,0,0,0.00232,0.04265,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.002,0,0,0,0,"Normal"
"52099",0,0,0,0,0.00314,0.03181,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.096,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
"476459",0,0,0,0,0.00338,0.00797,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.015,0,0,0,0,0.1,0,0.013,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"574350",0,0.01,0.02,0,0.00034,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0,0,0,0,0.1,0,0.05,0.255,0.242,0.095,0.001,0.001,0,0,0,0,0,"Normal"
"367007",0,0,0.01,0,0.01044,0.00335,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.158,0.112,0.058,0.003,0.001,0.002,0,0,0,0,"Normal"
"538072",0,0,0,0,0.00309,0.02607,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.062,0.255,0.1,0,0.002,0.002,0,0,0,0,"Normal"
"332357",0,0,0,0,0.00236,0.01981,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.026,0.044,0,0,0,0,0.1,0,0.009,0.249,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"517414",3e-04,0,0.01,0,0.01721,0.00329,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.079,0.105,0.043,0.009,0.001,0.002,0.001,0.001,0,0,"Normal"
"19512",0,0,0,0,0.00235,0.24859,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.016,0.255,0.1,0,0.006,0.003,0,0,0,0,"Normal"
"276047",0,0,0,0,0.00337,0.0042,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.028,0.033,0,0,0,0,0.1,0,0.009,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"258938",0,0,0,0,0.00252,0.01695,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"497106",0,0,0,0,0.00308,0.04613,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.014,0,0,0,0,0.1,0,0.014,0.05,0.255,0.1,0,0.002,0.002,0,0,0,0,"Normal"
"140399",0,0,0,0,0.00165,0.28658,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.067,0.255,0.1,0,0.001,0.005,0,0,0,0,"Normal"
"534874",0,0,0.01,0,0.02664,0.00336,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.05,0.1,0.1,0.051,0.147,0.065,0.012,0.002,0.001,0,0,0,0,"Normal"
"348387",0,0,0.14,0,0.00192,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.24,0.059,0.025,0.002,0.025,0,0,0,0,0,"Normal"
"575393",0,0.01,0.02,0,0.00046,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.221,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"264310",0,0,0.01,0,0.02454,0.00577,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.044,0.142,0.07,0.007,0.002,0.002,0.002,0,0,0,"Normal"
"394941",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.028,0.255,0.1,0,0.004,0.016,0,0,0.1,0.1,"Normal"
"332325",0,0,0,0,0.00314,0.00274,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0,0,0.1,0,0,0.217,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"245419",0,0,0,0,0.00227,0.00309,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.002,0,0,0,0,"Normal"
"300943",0.0025,0,0.07,0,0.00287,0.00903,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.001,0.001,0,0,0,0,0.1,0,0,0.146,0.037,0.025,0.003,0.001,0,0,0,0,0,"Normal"
"496962",0,0,0,0,0.00224,0.02542,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.028,0.033,0,0,0,0,0.1,0,0.009,0.07,0.255,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"339239",0.0032,0,0.05,0,0.00746,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.116,0.046,0.04,0.003,0.001,0,0,0,0,0,"Normal"
"331263",0,0,0,0,0.00213,0.01743,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.056,0.255,0.1,0,0.002,0.001,0,0,0,0,"Normal"
"4437",0,0,0,0,0.00207,0.00944,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"216624",0,0,0.14,0,0.00192,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.075,0.028,0.007,0.095,0.005,0.007,0,0,0.088,0.007,"Normal"
"426181",0,0,0,0,0.00203,0.00826,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.187,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"311408",0,0,0,0,0.00315,0.01509,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"252784",0,0,0,0,0.00259,0.01149,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"218922",0,0,0,0,0.00205,0.00351,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.015,0,0,0,0,0.1,0,0.013,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"466478",0,0,0,0,0.00203,0.00319,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.032,0,0,0,0,0.1,0,0.009,0.003,0.255,0.1,0,0.033,0.003,0,0,0,0,"Normal"
"448984",0,0.01,0.02,0,0.00045,0.00128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.108,0,0,0,0,0.1,0,0.002,0.255,0.254,0.1,0.001,0,0,0,0,0,0,"Normal"
"467430",0,0,0,0,0.00318,0.09393,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0.025,0.025,0.1,0,0,0.024,0.255,0.1,0,0.004,0.006,0,0,0.004,0.001,"Normal"
"465849",0,0,0,0,0.00223,0.06289,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.102,0.255,0.1,0,0.001,0.005,0.001,0,0,0,"Normal"
"516027",0,0,0,0,0.00196,0.22792,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.034,0,0,0,0,0.1,0,0.009,0.246,0.255,0.1,0,0,0.002,0.001,0.001,0,0,"Normal"
"449883",0,0,0.14,0,0.09178,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.182,0.088,0.035,0.003,0.035,0.002,0,0,0,0,"Normal"
"460775",0,0,0,0,0.00285,0.00365,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"407543",0,0.01,0.02,0,0.00044,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.068,0,0,0,0,0.1,0,0.003,0.255,0.175,0.069,0.001,0,0,0,0,0,0,"Normal"
"43076",0,0,0,0,0.00169,0.10776,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.007,0,0,0,0,"Normal"
"391751",0,0.01,0.02,0,0.00044,0.00113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.012,0,0,0,0,0.1,0,0.017,0.255,0.249,0.098,0.001,0,0,0,0,0,0,"Normal"
"37140",0,0,0,0,0.00301,0.00308,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.013,0,0,0,0,0.1,0,0.023,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"228195",0,0,0,0,0.00296,0.0028,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0,0,0.1,0,0.05,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"66753",0,0,0,0,0.00221,0.01425,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"548721",0,0,0,0,0.00335,0.06109,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"469291",0,0,0,0,0.00186,0.14515,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.199,0.255,0.1,0,0.001,0.002,0.001,0,0.001,0,"Normal"
"551705",0,0,0,0,0.00373,0.20754,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.07,0.248,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"370581",0.001,0,0.01,0,0.01719,0.0033,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.027,0.024,0.089,0.011,0.004,0,0,0,0,0,"Normal"
"244",0,0,0,0,0.00165,0.036,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.007,0.243,0.1,0,0.014,0.003,0,0,0,0,"Normal"
"414568",0,0,0,0,0.00331,0.00491,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.033,0.054,0,0,0,0,0.1,0,0.011,0.057,0.255,0.1,0,0.002,0.003,0,0.001,0,0,"Normal"
"234865",0,0,0,0,0.00214,0.00411,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.018,0,0,0,0,0.1,0,0.022,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"84043",0,0,0,0,0.00161,0.03119,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.001,0.255,0.1,0,0.1,0.004,0,0,0,0,"Normal"
"408555",0,0,0,0,0.00305,0.11902,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.023,0,0,0,0,0.1,0,0.017,0.073,0.231,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"316286",0,0,0,0,0.00295,0.02077,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.013,0,0,0,0,0.1,0,0.015,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"563083",0,0,0.14,0,0.53887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0,0,0,0,0.033,0.1,0,0.243,0.023,0.009,0.003,0.009,0,0,0,0,0,"Normal"
"493712",0,0,0,0,0.00293,0.00255,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.05,0,0,0,0,0.1,0,0.006,0.066,0.255,0.1,0,0.002,0.004,0,0,0,0.001,"Normal"
"485110",1e-04,0,0.13,0,0.00136,0.18427,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.072,0.002,0.001,0.008,0.001,0.1,0.001,0,0,0,"Normal"
"376759",0,0.01,0.02,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.087,0.122,0.1,0,0.1,0.002,0,0,0,0,"Normal"
"132767",0,0,0,0,0.00239,0.01047,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.033,0.033,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"2539",0,0,0,0,0.00284,0.01227,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"59893",0,0,0,0,0.00324,0.11723,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.007,0,0,0,0,0.1,0,0.043,0.029,0.255,0.1,0,0.003,0.009,0,0,0,0,"Normal"
"426912",0,0,0,0,0.00306,0.05839,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.026,0.026,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"398631",0,0,0,0,0.00239,0.01529,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.177,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"109632",0,0,0,0,0.00227,0.03211,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.071,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"251103",0,0,0,0,0.00215,0.00294,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.011,0,0,0,0,0.1,0,0.018,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"558148",0,0,0,0,0.00321,0.02205,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.21,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"490110",0,0,0,0,0.00218,0.08215,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.019,0,0,0,0,0.1,0,0.011,0.003,0.255,0.1,0,0.033,0.004,0,0,0,0,"Normal"
"376155",0,0.01,0.02,0,0.00046,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.316,0,0,0,0,0.1,0.001,0.001,0.255,0.246,0.096,0.001,0,0,0,0,0,0,"Normal"
